feature,gain,gain_pct,cum_gain_pct
V337,658.0074977874756,5.295303533822021e-05,0.9976156910818542
id_36,656.2211036682129,5.2809275591950785e-05,0.9976685003574461
V180,653.9263000488281,5.262460168236745e-05,0.9977211249591285
V173,649.8400058746338,5.229575789177836e-05,0.9977734207170202
V230,647.7138938903809,5.212465941126907e-05,0.9978255453764315
V260,639.4619884490967,5.1460588801269574e-05,0.9978770059652328
V108,626.7570037841797,5.043815743962848e-05,0.9979274441226724
V226,604.2609939575195,4.8627795084601293e-05,0.9979760719177571
V181,577.370096206665,4.646375491231533e-05,0.9980225356726694
V303,572.3358020782471,4.6058620995480826e-05,0.9980685942936649
V110,567.6264953613281,4.567964038228412e-05,0.9981142739340472
V183,565.6366996765137,4.551951193151706e-05,0.9981597934459787
V43,550.3774948120117,4.429153015754024e-05,0.9982040849761362
V100,548.9727973937988,4.417848738481159e-05,0.998248263463521
V125,547.3495006561279,4.4047852871066177e-05,0.9982923113163921
V167,533.1992931365967,4.290911745947228e-05,0.9983352204338516
V144,525.3177070617676,4.227484823405314e-05,0.9983774952820856
V238,498.10660552978516,4.008503971992531e-05,0.9984175803218056
V329,493.41529846191406,3.9707507625256606e-05,0.9984572878294309
V228,492.6658878326416,3.964719893930981e-05,0.9984969350283702
V204,488.2049045562744,3.92882021104424e-05,0.9985362232304806
V146,475.27379989624023,3.8247573782760076e-05,0.9985744708042634
M1,472.21670150756836,3.800155433837368e-05,0.9986124723586018
V176,467.3079071044922,3.760651998942147e-05,0.9986500788785913
V9,458.1774024963379,3.687174426908836e-05,0.9986869506228604
V259,441.4185962677002,3.5523082344360475e-05,0.9987224737052047
V255,426.6124954223633,3.433156403503932e-05,0.9987568052692397
id_37,406.9903087615967,3.275247208372492e-05,0.9987895577413234
V304,402.35870361328125,3.237974449032196e-05,0.9988219374858137
id_16,401.98949813842773,3.2350032745968406e-05,0.9988542875185596
V103,385.3338928222656,3.10096758961578e-05,0.9988852971944558
V105,380.38489532470703,3.061140621038953e-05,0.9989159086006663
V71,365.6585006713867,2.9426302242571658e-05,0.9989453349029088
V142,363.13179779052734,2.9222966281523775e-05,0.9989745578691903
V197,358.1666011810303,2.882339297512837e-05,0.9990033812621655
V123,356.5068016052246,2.868982090203265e-05,0.9990320710830675
V42,354.8947944641113,2.856009491654486e-05,0.999060631177984
V214,349.93419647216797,2.81608916830721e-05,0.9990887920696672
V22,342.5606060028076,2.756750331286889e-05,0.9991163595729801
V59,340.5336036682129,2.7404380663635616e-05,0.9991437639536437
V121,337.48709869384766,2.7159213722365094e-05,0.999170923167366
V263,337.29450607299805,2.7143714865753243e-05,0.9991980668822318
V211,336.5574016571045,2.7084396520120388e-05,0.9992251512787519
V158,336.40370178222656,2.707202755026327e-05,0.9992522233063021
V275,336.1607036590576,2.7052472319894992e-05,0.9992792757786221
id_24,332.96400451660156,2.6795218529892123e-05,0.999306070997152
V193,332.75,2.677799655481092e-05,0.9993328489937068
V222,316.0713996887207,2.543578918689355e-05,0.9993582847828937
V191,309.15880584716797,2.4879499437610582e-05,0.9993831642823313
V277,306.833402633667,2.4692363031180306e-05,0.9994078566453625
V185,287.94770431518555,2.3172539847085655e-05,0.9994310291852095
V80,285.53730392456055,2.2978563308074773e-05,0.9994540077485177
id_34,278.8175964355469,2.2437796053408673e-05,0.999476445544571
V276,270.7726993560791,2.1790384404189147e-05,0.9994982359289752
V202,269.3871955871582,2.1678886236943943e-05,0.9995199148152122
V161,258.15610122680664,2.077506593314755e-05,0.9995406898811453
V330,246.6972999572754,1.9852920956685427e-05,0.9995605428021019
V116,244.03619384765625,1.9638768919914977e-05,0.9995801815710218
V179,239.83999633789062,1.930108067811239e-05,0.9995994826517
id_12,238.82220649719238,1.9219174223273205e-05,0.9996187018259233
V250,238.48439598083496,1.9191988982572387e-05,0.9996378938149059
V232,231.39920616149902,1.8621809602940955e-05,0.9996565156245089
V92,222.73070526123047,1.792421354811671e-05,0.9996744398380569
V284,218.7063980102539,1.760035814405315e-05,0.999692040196201
V84,217.67600440979004,1.7517437403907933e-05,0.9997095576336048
V57,213.63729667663574,1.7192423123624555e-05,0.9997267500567284
V273,203.1432991027832,1.634792055148686e-05,0.9997430979772799
V196,191.8874969482422,1.5442111892385635e-05,0.9997585400891723
V227,166.9561004638672,1.343576223298603e-05,0.9997719758514053
V174,163.19269943237305,1.3132903210128863e-05,0.9997851087546155
V106,162.71200561523438,1.3094219461430867e-05,0.9997982029740768
V104,161.16769981384277,1.2969941729111592e-05,0.9998111729158059
V235,155.20059776306152,1.2489740262070193e-05,0.9998236626560679
V302,153.77740097045898,1.237520875550632e-05,0.9998360378648234
V153,151.4409942626953,1.2187186844849272e-05,0.9998482250516683
V328,148.75619888305664,1.1971128418323843e-05,0.9998601961800866
V101,126.43099975585938,1.0174512023692569e-05,0.9998703706921103
V249,123.69560432434082,9.95438156706973e-06,0.9998803250736773
V192,118.78099822998047,9.558879523304038e-06,0.9998898839532006
V114,111.74850082397461,8.992940556182351e-06,0.9998988768937568
V93,111.11360168457031,8.941847161839388e-06,0.9999078187409186
V186,106.6603012084961,8.583468604947268e-06,0.9999164022095236
V15,97.26040077209473,7.82701330366546e-06,0.9999242292228273
id_22,83.65539932250977,6.732153252740791e-06,0.9999309613760801
V213,78.88899993896484,6.348578117439757e-06,0.9999373099541975
V147,67.6392993927002,5.443260484169948e-06,0.9999427532146816
V17,66.24739837646484,5.331247499594777e-06,0.9999480844621812
V118,66.22359848022461,5.329332207214534e-06,0.9999534137943884
V122,66.20259857177734,5.327642243349613e-06,0.9999587414366318
V199,64.47249984741211,5.188412858885196e-06,0.9999639298494907
V334,63.61389923095703,5.119317128308509e-06,0.999969049166619
V236,61.137001037597656,4.919989190552251e-06,0.9999739691558095
id_28,60.08359909057617,4.835216857845497e-06,0.9999788043726673
V177,56.2869987487793,4.529686126447659e-06,0.9999833340587937
V175,50.082401275634766,4.030372257898139e-06,0.9999873644310516
V16,36.759700775146484,2.9582303252073716e-06,0.9999903226613769
V254,34.00619888305664,2.7366427544183492e-06,0.9999930593041313
V1,33.85200119018555,2.7242337227475394e-06,0.999995783537854
V327,26.66360092163086,2.145748500731133e-06,0.9999979292863548
V31,25.731199264526367,2.070713644648055e-06,0.9999999999999994
id_35,0.0,0.0,0.9999999999999994
V237,0.0,0.0,0.9999999999999994
V241,0.0,0.0,0.9999999999999994
V240,0.0,0.0,0.9999999999999994
V239,0.0,0.0,0.9999999999999994
V138,0.0,0.0,0.9999999999999994
V113,0.0,0.0,0.9999999999999994
V269,0.0,0.0,0.9999999999999994
V117,0.0,0.0,0.9999999999999994
V119,0.0,0.0,0.9999999999999994
V107,0.0,0.0,0.9999999999999994
V120,0.0,0.0,0.9999999999999994
V141,0.0,0.0,0.9999999999999994
V89,0.0,0.0,0.9999999999999994
V65,0.0,0.0,0.9999999999999994
V305,0.0,0.0,0.9999999999999994
V68,0.0,0.0,0.9999999999999994
V88,0.0,0.0,0.9999999999999994
V41,0.0,0.0,0.9999999999999994
V21,0.0,0.0,0.9999999999999994
V27,0.0,0.0,0.9999999999999994
V28,0.0,0.0,0.9999999999999994
V32,0.0,0.0,0.9999999999999994
V14,0.0,0.0,0.9999999999999994
id_27,0.0,0.0,0.9999999999999994
id_29,0.0,0.0,0.9999999999999994
